Feed_T_K,Feed_P_Pa,Feed_xBenzene,Number_of_Stages,Feed_Stage,Reflux_Ratio,Bottoms_Flow_mol_s,Feed_Molar_Flow_mol_s,xD_Benzene,xB_Benzene,QC_kW,QR_kW,Source_File
366.9841115410025,103632.12743764585,0.5351554929170048,10,6,2.5098047833675845,5.305504360552552,10.0005715115753,0.9654903029932032,0.1543290527599094,0.5031318601106721,0.4002631311112725,DWSIM_Benzene_Toluene_Dataset(3).csv
379.8398998379364,105203.41255160815,0.4843504851837434,10,7,2.142974284484954,4.1275918892717005,10.0005715115753,0.7606697528308956,0.0911877053462103,0.5845696235959346,0.2511308532852073,DWSIM_Benzene_Toluene_Dataset(3).csv
377.142419742257,98568.64294984915,0.6940449928608807,10,6,2.3925446102504693,4.1566545540233975,10.0005715115753,0.9836333873141612,0.2869066992437619,0.6030303982286825,0.2728462156057243,DWSIM_Benzene_Toluene_Dataset(3).csv
381.373638502582,95745.58698076445,0.6045093050708907,10,5,1.6611306757943696,4.881214178404437,10.0005715115753,0.89334519787852,0.3015814292742796,0.4218613828766985,0.0854250982751793,DWSIM_Benzene_Toluene_Dataset(3).csv
367.4663528567245,95680.46673930541,0.5533298700602983,10,8,3.275559744739984,4.230565459718075,10.0005715115753,0.8744458422054749,0.115364901670956,0.766586565014785,0.4867709599670295,DWSIM_Benzene_Toluene_Dataset(3).csv
350.1593050188417,105430.02156786354,0.6962833062540382,10,6,3.1354990464198265,5.0228688673329245,10.0005715115753,0.995675275906436,0.399583602130839,0.6245220233157599,0.6406421892617824,DWSIM_Benzene_Toluene_Dataset(3).csv
376.01909838557367,99775.29528115901,0.3146843242656222,10,4,1.7770109529899527,5.902116558967128,10.0005715115753,0.5730698197264728,0.1352601543433615,0.3695640439173025,0.0529616419064593,DWSIM_Benzene_Toluene_Dataset(3).csv
358.1273471938715,99904.54867531548,0.4471943727300769,10,4,3.3058386458967384,5.428894035686369,10.0005715115753,0.9253065829252228,0.0445637584918202,0.6058773923310895,0.6253925342647281,DWSIM_Benzene_Toluene_Dataset(3).csv
356.9860573928031,98331.2635427106,0.4368577650499749,10,7,3.021614412853672,4.906146118810325,10.0005715115753,0.8014553771569267,0.0582689332445217,0.6446587047420869,0.6650263582288797,DWSIM_Benzene_Toluene_Dataset(3).csv
376.11526294768913,96051.16928701878,0.6086086670084045,10,5,3.0415782647004295,4.965685897156288,10.0005715115753,0.9744217228852808,0.2376982543564976,0.6201435426723636,0.2911551490086316,DWSIM_Benzene_Toluene_Dataset(3).csv
367.11855269431845,95724.90701333895,0.4679159343898767,10,5,1.9081627199097897,4.060866712808736,10.0005715115753,0.7645887799870309,0.0339825780344184,0.5467118000839369,0.4130607175789337,DWSIM_Benzene_Toluene_Dataset(3).csv
381.7657419912793,103304.48977528806,0.6532795550870553,10,7,3.2034253015054635,4.523072607599887,10.0005715115753,0.9902305330119712,0.2452207532910237,0.69933450717856,0.364102455536228,DWSIM_Benzene_Toluene_Dataset(3).csv
379.49706036779367,97618.47765083043,0.5316590517132966,10,6,3.4917651752661607,5.980318458047452,10.0005715115753,0.9768896807327956,0.232353607805458,0.5500442893393414,0.2168980011772374,DWSIM_Benzene_Toluene_Dataset(3).csv
380.5887030965297,100865.37381087008,0.5075722495215407,10,8,2.86292753241854,4.772435243694363,10.0005715115753,0.84982242799656,0.1326421680668961,0.6303107781646979,0.2961890742159535,DWSIM_Benzene_Toluene_Dataset(3).csv
383.6546954434529,108825.83812868348,0.6908964416010644,10,8,1.670664059048111,4.137516994244124,10.0005715115753,0.9481965107586412,0.3262903802342119,0.479765501032253,0.1416296028476563,DWSIM_Benzene_Toluene_Dataset(3).csv
383.9844627737919,96191.6833438471,0.3836507669630534,10,6,2.0306822198273906,4.474851290810271,10.0005715115753,0.6463303559014962,0.0592840446179486,0.5389788298407288,0.2001297534644221,DWSIM_Benzene_Toluene_Dataset(3).csv
368.1188279596528,97283.97141549084,0.4719829310198606,10,8,2.5268231292920182,5.18503747887341,10.0005715115753,0.831207869857088,0.1383578949547463,0.5317551559642558,0.3690490829438232,DWSIM_Benzene_Toluene_Dataset(3).csv
356.1186571987125,100223.4887011799,0.4120463759944433,10,8,3.4346130997211626,5.999443827012729,10.0005715115753,0.8647743330730789,0.1101151605272776,0.5523113380381027,0.5751335176617848,DWSIM_Benzene_Toluene_Dataset(3).csv
378.1194477179702,101641.44811542208,0.4528376870818487,10,8,2.3949293700257255,5.149050094502569,10.0005715115753,0.7817803981192127,0.1429025746873592,0.519894829178205,0.1882509719399715,DWSIM_Benzene_Toluene_Dataset(3).csv
368.50815305359953,109303.38920467682,0.3831004519593517,10,8,3.256183658801663,4.109658495064539,10.0005715115753,0.6084100676150865,0.060134870653283,0.8107741648571121,0.8138459568903241,DWSIM_Benzene_Toluene_Dataset(3).csv
366.099358944314,101920.67946492652,0.3664770803254635,10,4,1.509387673832693,5.270896228179796,10.0005715115753,0.7342484624786408,0.0364695355001684,0.3773676948106585,0.3868388477549367,DWSIM_Benzene_Toluene_Dataset(3).csv
352.0065320534743,109305.77166933032,0.3197461926479219,10,6,1.9666632649353943,5.374473535208788,10.0005715115753,0.6461146396228207,0.0388236066317617,0.4417103016911612,0.4755215704819165,DWSIM_Benzene_Toluene_Dataset(3).csv
362.86391737717497,98409.98076148388,0.5102558246650521,10,4,2.4808200227564505,5.781882092179032,10.0005715115753,0.9567519689753896,0.184475168065688,0.4491523351096901,0.4562186000486404,DWSIM_Benzene_Toluene_Dataset(3).csv
366.88079658090805,95804.2403313639,0.4118364987624514,10,7,1.5318111045970375,4.289998043386282,10.0005715115753,0.6641883966411618,0.0759218948071428,0.4642372347313867,0.425908267837385,DWSIM_Benzene_Toluene_Dataset(3).csv
381.8510243820412,98964.77879734959,0.6456081497271098,10,4,2.2856074983440813,5.9186691846402155,10.0005715115753,0.9377253023267196,0.4441449891546493,0.4117857359398414,0.0742697054805431,DWSIM_Benzene_Toluene_Dataset(3).csv
355.88441416128023,107335.35331855528,0.3232388202083993,10,4,3.0772575936229685,4.557044535207223,10.0005715115753,0.5888871129191015,0.0059141162198033,0.7193691131056558,0.7467056677276647,DWSIM_Benzene_Toluene_Dataset(3).csv
379.1609203510386,102072.16011269474,0.3472295243429956,10,8,1.650115750201377,5.101572321257376,10.0005715115753,0.5745377487273883,0.1289473766120359,0.4214945506277965,0.0879054080038316,DWSIM_Benzene_Toluene_Dataset(3).csv
364.3683095299784,105465.60677820884,0.5943091071642194,10,8,3.128066526130928,5.563221622126923,10.0005715115753,0.9912865908713396,0.2776675580749851,0.5562517782753628,0.5255584577002043,DWSIM_Benzene_Toluene_Dataset(3).csv
363.7111359707706,101624.96256566526,0.4366218456957328,10,8,1.750015627994858,5.3128119287103965,10.0005715115753,0.7585877930125574,0.1525354757623205,0.4083906063116472,0.4166027769597167,DWSIM_Benzene_Toluene_Dataset(3).csv
362.37729794583333,106001.06745506173,0.5816686445531558,10,5,3.3277116910470985,4.703228737543933,10.0005715115753,0.9823297701607064,0.1303865658188603,0.6975027532292611,0.7030188559599873,DWSIM_Benzene_Toluene_Dataset(3).csv
377.7418835873938,104561.55547251635,0.3154374710579506,10,5,1.5759162703142373,4.8431062535512766,10.0005715115753,0.5374394703172197,0.0790256345012854,0.4330655468591573,0.104320157434527,DWSIM_Benzene_Toluene_Dataset(3).csv
358.5243794136886,96151.2380946766,0.5780208568884535,10,5,2.3303665685056814,5.801202954547879,10.0005715115753,0.9791192848594696,0.287674527176173,0.4257941585393321,0.4353926512670706,DWSIM_Benzene_Toluene_Dataset(3).csv
368.17978358021486,107021.71129134716,0.3770295695037595,10,6,1.7028396950017377,5.27563737745181,10.0005715115753,0.7304796108888602,0.0604751194248038,0.4062775446920107,0.4114151089127197,DWSIM_Benzene_Toluene_Dataset(3).csv
351.04348972522394,106296.96356388366,0.5859827245859202,10,4,1.840755992512541,5.889035610004889,10.0005715115753,0.9604923188729442,0.3245123650344981,0.3569774951971202,0.3769976014624255,DWSIM_Benzene_Toluene_Dataset(3).csv
354.2895616283436,109169.89749365096,0.4784583559300348,10,8,2.9276688856089974,4.452843961810805,10.0005715115753,0.7829597299515421,0.0990852729672346,0.6876631584612874,0.7091813597748459,DWSIM_Benzene_Toluene_Dataset(3).csv
355.2316088087672,102880.43957465782,0.6807232014997526,10,8,2.1517692113960383,4.778672536161038,10.0005715115753,0.9879750694338538,0.3449718897917222,0.5001399167384781,0.5098369985338135,DWSIM_Benzene_Toluene_Dataset(3).csv
361.3785524146889,103639.19550534552,0.5090154642605239,10,7,2.186412748393227,4.867982783932216,10.0005715115753,0.8876877869446103,0.1097607755547492,0.5069686695053116,0.5168584733261254,DWSIM_Benzene_Toluene_Dataset(3).csv
384.8961447553803,107825.32839209854,0.5305367955408645,10,8,2.6588117988612865,4.872500499297801,10.0005715115753,0.8827363800710463,0.1598640090727919,0.5821453338283143,0.2429037093717785,DWSIM_Benzene_Toluene_Dataset(3).csv
382.46878837875374,101827.10517154886,0.318740749377243,10,5,2.018899958273444,5.599225916564149,10.0005715115753,0.6002330982059769,0.0974698107252171,0.4300869749261579,0.0931193881704947,DWSIM_Benzene_Toluene_Dataset(3).csv
363.1486725669028,106234.55004556631,0.6373639681658021,10,5,1.7463734928473806,4.880490225270799,10.0005715115753,0.974125297334372,0.2840708470248115,0.4285632915493593,0.4134354266604771,DWSIM_Benzene_Toluene_Dataset(3).csv
376.63638365003015,100471.25945140827,0.6112667148860175,10,6,2.4297474876085174,4.377817583137566,10.0005715115753,0.9581673254449145,0.1657209280109092,0.5896854271168804,0.2608558328402962,DWSIM_Benzene_Toluene_Dataset(3).csv
366.4289020575002,107230.17155837914,0.3948864360809106,10,6,2.2925119162665246,5.9229569770511015,10.0005715115753,0.8570235304074164,0.0767323519667824,0.4184812479285514,0.426350114298215,DWSIM_Benzene_Toluene_Dataset(3).csv
371.05646831939225,109567.85714253264,0.6311448793927652,10,7,3.0874265493396567,5.9727759148522255,10.0005715115753,0.9919399817865174,0.3878397616338374,0.4998704770566258,0.175790658946975,DWSIM_Benzene_Toluene_Dataset(3).csv
378.74754052104487,102229.61596841998,0.5927973872874334,10,8,2.8289561325375785,4.117144549051599,10.0005715115753,0.9040810004301436,0.1479716852429973,0.6961883727556271,0.3645502669472266,DWSIM_Benzene_Toluene_Dataset(3).csv
383.98990410355145,101143.32493254046,0.3797078919763756,10,5,1.828752107730608,5.527166478206059,10.0005715115753,0.6663213660705047,0.1477374254353838,0.4061987788795392,0.0667046848132844,DWSIM_Benzene_Toluene_Dataset(3).csv
376.32371289807566,108117.04553620136,0.5930323773902392,10,7,2.658483587296559,5.715115765243411,10.0005715115753,0.980125880397936,0.3027718065584726,0.477232218060962,0.1475549759039618,DWSIM_Benzene_Toluene_Dataset(3).csv
383.0751972031409,107595.21283179129,0.6095698293663571,10,7,2.7985439371701943,5.039025448606577,10.0005715115753,0.9815812908535932,0.2432746612312615,0.5734987082490896,0.2365425591470342,DWSIM_Benzene_Toluene_Dataset(3).csv
359.4557673696521,99457.54993240803,0.3916472941766972,10,8,3.4829860486000466,5.608560145491673,10.0005715115753,0.779933584355184,0.0875843534480975,0.6216764557840031,0.6400182275302231,DWSIM_Benzene_Toluene_Dataset(3).csv
356.1263047688881,105085.17977819064,0.415662087413911,10,5,1.5866904825138282,5.85563691263916,10.0005715115753,0.8588867093574077,0.1019235931684266,0.3340887863635467,0.3567947888448462,DWSIM_Benzene_Toluene_Dataset(3).csv
354.83617460580444,101729.80978404231,0.3946898313087008,10,5,1.7334667017375398,4.695117831546208,10.0005715115753,0.7171478146763106,0.0303147553096196,0.4622590127120087,0.4878940666098182,DWSIM_Benzene_Toluene_Dataset(3).csv
370.1551447816034,102791.15041138968,0.6449973011509733,10,4,3.423170022313161,4.748675250216144,10.0005715115753,0.9758575694466975,0.2790757936602775,0.7077353690742882,0.3855096830553658,DWSIM_Benzene_Toluene_Dataset(3).csv
379.9689841107888,104042.31129709928,0.4805161566467286,10,4,2.2987144183206256,4.981221813193868,10.0005715115753,0.83789278401202,0.120403550955078,0.5178214317243502,0.1846465709696968,DWSIM_Benzene_Toluene_Dataset(3).csv
369.8059824856856,98550.1828314782,0.6942610229611113,10,8,1.63774413589993,4.389651259786842,10.0005715115753,0.9574506977885888,0.3578477007209754,0.4526256990351477,0.1300846806721022,DWSIM_Benzene_Toluene_Dataset(3).csv
350.0,100000.0,0.4,10,2,4.25,4.5,10.0005715115753,0.7235936058181278,0.004458138535902,0.919626139167214,0.9528677111180864,DWSIM_Distillation_Dataset(2).csv
365.0,110000.0,0.5,10,4,2.75,5.5,10.0005715115753,0.956022689361658,0.1268407483122005,0.5162950650048953,0.5213383380485894,DWSIM_Distillation_Dataset(2).csv
355.0,95000.0,0.5999999999999999,10,6,5.0,4.0,10.0005715115753,0.9680921620951528,0.0478311673020661,1.0986700743770457,1.1154651220348206,DWSIM_Distillation_Dataset(2).csv
345.0,105000.0,0.6999999999999998,10,8,3.5,5.0,10.0005715115753,0.9972393864864164,0.4027263114202088,0.6824584734084818,0.7058768294120865,DWSIM_Distillation_Dataset(2).csv
360.0,90000.0,0.2999999999999999,10,2,2.0,6.0,10.0005715115753,0.7032909369425123,0.0310997035327421,0.3833096794750683,0.4062264016091603,DWSIM_Distillation_Dataset(2).csv
350.0,100000.0,0.4,10,4,4.25,4.5,10.0005715115753,0.7219639266195753,0.0064482911716211,0.9198437395924808,0.9530384073764628,DWSIM_Distillation_Dataset(2).csv
365.0,110000.0,0.5,10,6,2.75,5.5,10.0005715115753,0.9644994643557439,0.1198993738455026,0.5154003097494085,0.5206266528745562,DWSIM_Distillation_Dataset(2).csv
355.0,95000.0,0.5999999999999999,10,8,5.0,4.0,10.0005715115753,0.9406331850008298,0.0890076176675985,1.1048073837094123,1.1207211298277433,DWSIM_Distillation_Dataset(2).csv
345.0,105000.0,0.6999999999999998,10,2,3.5,5.0,10.0005715115753,0.9660170533458664,0.4339525946609048,0.6869764160957079,0.7100064930039305,DWSIM_Distillation_Dataset(2).csv
360.0,90000.0,0.2999999999999999,10,4,2.0,6.0,10.0005715115753,0.7060595595553155,0.0292552464195242,0.3831595890434551,0.406129965187286,DWSIM_Distillation_Dataset(2).csv
350.0,100000.0,0.4,10,6,4.25,4.5,10.0005715115753,0.7132660204860564,0.017079871919938,0.9209971701453648,0.9539457554228404,DWSIM_Distillation_Dataset(2).csv
365.0,110000.0,0.5,10,8,2.75,5.5,10.0005715115753,0.9183589901835852,0.1576632041580941,0.5201561484162462,0.5244294151989614,DWSIM_Distillation_Dataset(2).csv
355.0,95000.0,0.5999999999999999,10,2,5.0,4.0,10.0005715115753,0.9578973149134864,0.0630851567705809,1.100974138775192,1.1174327268439734,DWSIM_Distillation_Dataset(2).csv
345.0,105000.0,0.6999999999999998,10,4,3.5,5.0,10.0005715115753,0.9902578195195078,0.4097090723546241,0.6834848243703727,0.7068124255071389,DWSIM_Distillation_Dataset(2).csv
360.0,90000.0,0.2999999999999999,10,6,2.0,6.0,10.0005715115753,0.6761258334598189,0.049213990977822,0.3847492610320653,0.4071553032661312,DWSIM_Distillation_Dataset(2).csv
350.0,100000.0,0.4,10,8,4.25,4.5,10.0005715115753,0.6811255340567166,0.0563666552493649,0.9251405132143082,0.957246122418786,DWSIM_Distillation_Dataset(2).csv
365.0,110000.0,0.5,10,2,2.75,5.5,10.0005715115753,0.9052459615900218,0.168392820841718,0.5214581993022736,0.5254803655367918,DWSIM_Distillation_Dataset(2).csv
355.0,95000.0,0.5999999999999999,10,4,5.0,4.0,10.0005715115753,0.971531380682408,0.0426735192722002,1.0978860911468544,1.114797747197006,DWSIM_Distillation_Dataset(2).csv
345.0,105000.0,0.6999999999999998,10,6,3.5,5.0,10.0005715115753,0.9964397349225582,0.403526454897934,0.6825764813260866,0.7059844500583162,DWSIM_Distillation_Dataset(2).csv
360.0,90000.0,0.2999999999999999,10,8,2.0,6.0,10.0005715115753,0.60510566234536,0.0965673516075538,0.388250922159444,0.4094883992998427,DWSIM_Distillation_Dataset(2).csv
348.0,101325.0,0.5,12,9,2.0,4.5,10.0005715115753,0.8339942493917267,0.0917438704973525,0.5164241055377748,0.5469383298330867,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,105000.0,0.55,12,9,4.5,6.0,10.0005715115753,0.9988268266813534,0.2507362089094623,0.667082321944858,0.6761960038308182,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,105000.0,0.5,12,7,2.0,5.0,10.0005715115753,0.9341844818814286,0.0657709025274174,0.4609328980956349,0.4745405858025092,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,101325.0,0.45,12,7,3.5,4.0,10.0005715115753,0.7429805225287224,0.0104880179821853,0.8574466403533693,0.8660234059101243,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,105000.0,0.55,12,9,2.0,4.5,10.0005715115753,0.9047870586513632,0.1163252023738479,0.5099024828297462,0.513794314788496,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
348.0,105000.0,0.45,12,9,4.0,6.0,10.0005715115753,0.9872518610986676,0.0917697879038978,0.6079497884935035,0.6425920065521932,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,95000.0,0.3499999999999999,12,7,4.0,5.0,10.0005715115753,0.6905631634134751,0.0093984937164226,0.7999591039387359,0.8137241143174972,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,95000.0,0.5,12,5,2.0,6.0,10.0005715115753,0.963245168341239,0.1911260558470018,0.3666071605884965,0.3908338773760088,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
356.0,105000.0,0.55,12,5,4.0,4.5,10.0005715115753,0.979334430419036,0.025231199664028,0.8373014348001449,0.855660789242387,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,101325.0,0.45,12,7,4.0,6.0,10.0005715115753,0.9916255335447864,0.0888537472443673,0.607381435425329,0.6360104165403504,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,101325.0,0.3499999999999999,12,3,3.5,5.0,10.0005715115753,0.6981127553718534,0.0018488454324692,0.7192081374526011,0.7521978753666241,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,105000.0,0.55,12,3,3.5,4.5,10.0005715115753,0.9643702039828076,0.0434795788807601,0.7559230249397217,0.7798637930783846,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
356.0,101325.0,0.5,12,7,4.5,4.5,10.0005715115753,0.898379973935829,0.0130446635906039,0.9359474927962984,0.9561561182833896,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,101325.0,0.5,12,5,4.5,5.0,10.0005715115753,0.9767498815588804,0.023171775741154,0.8377652254217931,0.846334663914113,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,105000.0,0.55,12,7,4.5,6.0,10.0005715115753,0.9977087019527652,0.2514850207730682,0.6672439983167135,0.6701604848003718,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,95000.0,0.65,12,5,2.0,5.0,10.0005715115753,0.9812697952599276,0.3186926654376023,0.4565281760485629,0.38457225404751,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
356.0,95000.0,0.55,12,7,2.5,5.0,10.0005715115753,0.9870604158414176,0.1128758791051453,0.531962560990106,0.5490464623399873,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,105000.0,0.5,12,9,3.5,4.0,10.0005715115753,0.8038155551732674,0.0442341956691663,0.8493215429352722,0.8554919930570744,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,95000.0,0.55,12,5,2.5,4.5,10.0005715115753,0.9675393025355046,0.0396004292396018,0.5875557774297475,0.6116015836871602,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,101325.0,0.45,12,5,3.5,4.5,10.0005715115753,0.814161719926608,0.0048692481997987,0.7772262269987164,0.7930792866149005,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
356.0,105000.0,0.5,12,3,3.0,4.5,10.0005715115753,0.9025457302460596,0.0079661235614425,0.6801574540055983,0.700497330309465,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
348.0,101325.0,0.5,12,9,2.0,6.0,10.0005715115753,0.9673671205530144,0.1883765188979564,0.3662958297736443,0.3966383346043104,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,105000.0,0.55,12,5,3.5,6.0,10.0005715115753,0.9890190245916712,0.2572789646521557,0.5469484048600566,0.5559161058451468,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,95000.0,0.65,12,3,4.5,5.5,10.0005715115753,0.9723822891263147,0.3861992333646075,0.7546867543804207,0.4824452704473707,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,101325.0,0.45,12,3,4.5,4.5,10.0005715115753,0.8165270753627363,0.0019855149479997,0.9495697607933145,0.9654957603334052,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,105000.0,0.65,12,9,4.0,6.0,10.0005715115753,0.9993059025557202,0.4170962535204342,0.6063753527426449,0.4947266114053307,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,95000.0,0.3499999999999999,12,7,3.5,5.0,10.0005715115753,0.6887810542890785,0.0111807342589168,0.7201403438359681,0.7338604691160521,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,105000.0,0.45,12,5,2.0,4.5,10.0005715115753,0.8088839600521758,0.0113204957932445,0.5186029972618847,0.5466929362118796,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
348.0,101325.0,0.65,12,9,4.5,4.0,10.0005715115753,0.9973751502642616,0.1288649033025721,1.0008906689846515,1.0248580149073123,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,95000.0,0.65,12,9,4.0,5.0,10.0005715115753,0.9990854874779248,0.3008718858932806,0.757983883470057,0.7742532177332223,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,105000.0,0.3499999999999999,12,5,4.5,4.5,10.0005715115753,0.6347858029491715,0.001892534720242,0.9751079792170362,0.994767372489556,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,105000.0,0.55,12,9,2.5,5.5,10.0005715115753,0.9908704750841641,0.18923461182105,0.4783827534707025,0.4882741349176256,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
360.0,95000.0,0.5,12,5,3.5,4.5,10.0005715115753,0.9025600801486836,0.0079451990331234,0.7651749694305121,0.7793463610069872,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,105000.0,0.45,12,5,3.0,5.5,10.0005715115753,0.9569052415935831,0.0351907642106099,0.5506159074846368,0.5799493534398139,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
356.0,101325.0,0.5,12,3,3.5,5.5,10.0005715115753,0.9578966291258264,0.1253087188262931,0.6193176264571839,0.6383869357120942,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,105000.0,0.45,12,3,4.5,5.0,10.0005715115753,0.8948842674518109,0.0050816543487692,0.8514252373323749,0.8619481243499284,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
348.0,101325.0,0.65,12,5,3.0,4.0,10.0005715115753,0.9916819845025198,0.137419283263311,0.7288141648048494,0.7526172870588095,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
356.0,95000.0,0.3499999999999999,12,5,2.5,4.0,10.0005715115753,0.5813350234740798,0.0029646528222528,0.6813083487589323,0.7066847260015263,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,95000.0,0.5,12,5,3.0,5.0,10.0005715115753,0.9630796252927598,0.0368509013662156,0.6110154719128125,0.5677918338342983,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
352.0,101325.0,0.55,12,3,3.5,5.0,10.0005715115753,0.9672539587875286,0.1326993166199514,0.6868010675671147,0.709456444408124,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
364.0,105000.0,0.3499999999999999,12,3,2.5,5.0,10.0005715115753,0.6967017521141318,0.0032607628927993,0.5594943247987285,0.5734101977044869,DWSIM_Distillation_Dataset_Stages_12_14_16(2).csv
